Query	Reference	Cosine_sim
Signature.C	SBS44	0.601548903068669
Signature.C	SBS52	0.258346989056992
Signature.C	SBS53	0.530276021632598
Signature.C	SBS57	0.406646984433616
Signature.C	SBS84	0.509497925509376
Signature.C	SBS87	0.389431668141625
Signature.C	SBS88	0.474767831538903
Signature.C	SBS90	0.259528113377111
Signature.C	SBS92	0.647182594432977
Signature.C	SBS93	0.578920384474995
Signature.C	SBS94	0.434113559134555
Signature.C	SBS95	0.451622480534935
Signature.C	SBS96	0.341713134063126
Signature.C	SBS97	0.501787887816693
Signature.C	SBS98	0.458816354813295
Signature.C	SBS99	0.55528393133506
Signature.C	SBS100	0.449145787089481
Signature.C	SBS101	0.515299118766576
Signature.C	SBS102	0.635837182472527
Signature.C	SBS103	0.670328897642424
Signature.C	SBS104	0.315481127778235
Signature.C	SBS105	0.483414517493866
Signature.C	SBS106	0.468171074686396
Signature.C	SBS107	0.612594601212669
Signature.C	SBS108	0.418463148667496
Signature.C	SBS109	0.399175143785354
Signature.C	SBS110	0.71924223147112
Signature.C	SBS111	0.641505821476697
Signature.C	SBS112	0.504821669868961
Signature.C	SBS113	0.498041531624065
Signature.C	SBS114	0.548061741329334
Signature.C	SBS115	0.245900347377812
Signature.C	SBS116	0.476102880364411
Signature.C	SBS117	0.763508481178616
Signature.C	SBS118	0.539001512398613
Signature.C	SBS119	0.518536189047808
Signature.C	SBS120	0.710041004948405
Signature.C	SBS121	0.440135124168964
Signature.C	SBS122	0.698118653596507
Signature.C	SBS123	0.609809054435385
Signature.C	SBS124	0.611160919967059
Signature.C	SBS125	0.809121446625595
Signature.C	SBS126	0.806026897139244
Signature.C	SBS127	0.705529354974053
Signature.C	SBS128	0.467149013630762
Signature.C	SBS129	0.22746080900143
Signature.C	SBS130	0.713331912980366
Signature.C	SBS131	0.658015406404853
Signature.C	SBS132	0.510221056804289
Signature.C	SBS133	0.449856227408559
Signature.C	SBS134	0.420923315695427
Signature.C	SBS135	0.458603225832612
Signature.C	SBS136	0.455383874085311
Signature.C	SBS137	0.321252752217728
Signature.C	SBS138	0.48852873745098
Signature.C	SBS139	0.60823389213924
Signature.C	SBS140	0.635462589741495
Signature.C	SBS141	0.572584432599206
Signature.C	SBS142	0.616239411036593
Signature.C	SBS143	0.438232445800848
Signature.C	SBS144	0.545284121356667
Signature.C	SBS145	0.597159772561794
Signature.C	SBS146	0.61514834508409
Signature.C	SBS147	0.548608883742827
Signature.C	SBS148	0.465091688324817
Signature.C	SBS149	0.578080455077988
Signature.C	SBS150	0.663230335653807
Signature.C	SBS151	0.578049910295193
Signature.C	SBS152	0.49407014776882
Signature.C	SBS153	0.646925800776511
Signature.C	SBS154	0.710919712449845
Signature.C	SBS155	0.68738712952466
Signature.C	SBS156	0.694362341758843
Signature.C	SBS157	0.820503033984914
Signature.C	SBS158	0.687809057495654
Signature.C	SBS159	0.660641272945222
Signature.C	SBS160	0.767834643110703
Signature.C	SBS161	0.570004952436447
Signature.C	SBS162	0.574014591799686
Signature.C	SBS163	0.694961014368364
Signature.C	SBS164	0.611826300080917
Signature.C	SBS165	0.595722610260265
Signature.C	SBS166	0.640855345482346
Signature.C	SBS167	0.786840861802631
Signature.C	SBS168	0.517787373123768
Signature.C	SBS169	0.540262701113316
